rain,temp,aqi,demand_drop,curfew,hourly_income,daily_hours,risk_probability
0.0,19.0,196.0,3.0,0,73.51,9,0.194
0.0,23.0,203.0,26.0,0,75.6,8,0.3893
0.0,18.0,159.0,13.0,0,94.34,7,0.1933
0.03,18.0,180.0,14.0,0,99.67,5,0.1945
0.0,17.0,205.0,30.0,0,73.33,5,0.3555
0.0,17.0,197.0,14.0,0,77.4,7,0.2113
0.0,18.0,183.0,14.0,0,61.06,5,0.187
0.0,20.0,187.0,8.0,0,77.95,7,0.1569
0.0,20.0,181.0,10.0,0,83.48,7,0.1926
0.0,19.0,165.0,8.0,0,102.77,5,0.2196
0.0,21.0,185.0,4.0,0,66.47,6,0.1923
0.0,23.0,194.0,14.0,0,79.56,8,0.2348
0.0,23.0,207.0,22.0,0,93.75,8,0.3086
0.0,21.0,190.0,4.0,0,109.97,6,0.2068
0.0,23.0,199.0,6.0,0,88.4,12,0.1974
0.0,21.0,156.0,14.0,0,97.99,8,0.1986
0.0,22.0,177.0,10.0,0,89.56,6,0.1947
0.0,21.0,145.0,7.0,0,69.09,10,0.194
0.0,22.0,162.0,7.0,0,82.79,9,0.2106
0.0,25.0,196.0,3.0,0,105.49,12,0.1813
0.0,24.0,215.0,37.0,0,88.06,7,0.3585
0.0,23.0,151.0,10.0,0,72.24,8,0.1775
0.0,25.0,173.0,12.0,0,90.31,4,0.2409
0.0,27.0,202.0,23.0,0,93.17,7,0.3106
0.0,23.0,159.0,13.0,0,97.66,5,0.2061
0.0,26.0,184.0,80.0,1,70.66,7,0.5788
0.0,29.0,197.0,14.0,0,86.81,10,0.2125
0.0,29.0,188.0,6.0,0,108.99,5,0.1977
0.0,30.0,158.0,6.0,0,71.34,7,0.2043
0.0,28.0,170.0,11.0,0,75.78,7,0.1805
0.0,29.0,200.0,0.0,0,60.83,9,0.2032
0.0,29.0,184.0,5.0,0,103.08,10,0.1915
0.0,26.0,144.0,4.0,0,91.65,9,0.1847
0.0,27.0,199.0,6.0,0,88.34,5,0.2147
0.0,29.0,147.0,0.0,0,88.13,9,0.1692
0.0,31.0,198.0,6.0,0,64.2,5,0.2113
0.0,29.0,159.0,13.0,0,83.03,7,0.2137
0.0,39.2,213.0,23.0,0,76.3,8,0.2824
0.0,31.0,156.0,14.0,0,64.15,10,0.1836
0.0,30.0,154.0,4.0,0,82.32,9,0.1955
0.0,29.0,142.0,0.0,0,60.68,9,0.2056
0.0,29.0,152.0,10.0,0,67.73,11,0.1969
0.0,30.1,190.0,4.0,0,107.29,9,0.2087
0.0,28.0,198.0,6.0,0,88.61,8,0.2353
0.0,28.0,156.0,14.0,0,65.64,4,0.1898
0.0,28.0,162.0,7.0,0,91.46,12,0.1657
0.0,29.0,180.0,3.0,0,69.01,12,0.2165
0.0,28.0,190.0,4.0,0,84.04,8,0.2337
0.0,27.0,171.0,11.0,0,82.68,11,0.2079
0.5,25.0,158.0,13.0,0,103.83,8,0.1782
0.4,24.0,159.0,6.0,0,107.77,11,0.1975
0.0,25.0,178.0,8.0,0,62.46,8,0.1776
0.0,26.0,132.0,12.0,0,66.25,7,0.2129
0.0,28.0,173.0,12.0,0,83.34,6,0.173
0.0,33.0,155.0,1.0,0,97.69,4,0.194
0.0,30.0,184.0,5.0,0,105.85,6,0.1799
0.0,28.0,138.0,9.0,0,71.81,6,0.2025
0.0,26.0,171.0,11.0,0,85.05,12,0.1927
0.0,25.0,164.0,8.0,0,86.8,4,0.2035
0.0,28.0,174.0,5.0,0,77.04,6,0.2004
0.01,29.1,136.0,7.0,0,97.71,8,0.1803
0.0,28.0,170.0,11.0,0,61.64,8,0.2125
0.0,28.0,169.0,13.0,0,60.21,7,0.199
0.0,27.0,169.0,13.0,0,82.46,10,0.1802
0.0,25.0,172.0,5.0,0,64.11,8,0.2448
0.0,25.0,177.0,10.0,0,106.88,8,0.2095
0.0,27.0,185.0,4.0,0,77.19,12,0.1969
0.0,27.0,150.0,7.0,0,63.66,8,0.2283
0.0,26.0,186.0,0.0,0,90.79,7,0.2368
0.0,25.0,165.0,8.0,0,68.37,8,0.1971
0.0,27.0,137.0,7.0,0,62.41,7,0.2069
0.0,25.0,136.0,14.0,0,65.33,10,0.1802
0.0,26.0,154.0,4.0,0,96.17,7,0.1971
0.0,23.0,184.0,5.0,0,98.11,6,0.196
0.0,24.0,179.0,14.0,0,71.85,6,0.2037
0.0,23.0,184.0,5.0,0,71.04,8,0.2067
0.0,24.0,166.0,13.0,0,63.47,6,0.2112
0.0,26.0,161.0,14.0,0,96.63,7,0.2048
0.0,28.0,142.0,0.0,0,76.61,11,0.1758
0.0,28.0,154.0,4.0,0,86.72,7,0.1812
0.0,28.0,161.0,14.0,0,84.91,6,0.1891
0.0,26.0,138.0,9.0,0,73.38,10,0.1944
0.0,23.0,147.0,0.0,0,96.74,8,0.221
0.0,24.0,171.0,11.0,0,77.12,9,0.1767
0.0,25.0,181.0,10.0,0,89.33,7,0.1929
0.0,24.0,198.0,6.0,0,109.09,10,0.2191
0.0,26.0,194.0,14.0,0,71.6,8,0.194
0.0,19.0,174.0,5.0,0,70.87,9,0.2092
0.0,21.0,160.0,0.0,0,99.9,10,0.1972
0.0,21.0,174.0,5.0,0,77.14,10,0.2051
0.0,21.0,184.0,5.0,0,101.4,8,0.1954
0.0,20.0,140.0,9.0,0,98.42,8,0.2133
0.0,21.0,159.0,13.0,0,78.68,6,0.1691
0.0,21.0,187.0,8.0,0,87.98,8,0.1927
0.0,22.0,157.0,0.0,0,71.73,10,0.2059
0.0,21.0,170.0,11.0,0,88.92,8,0.2107
0.0,22.0,171.0,11.0,0,69.52,11,0.2299
0.0,21.0,144.0,4.0,0,108.86,10,0.1922
0.0,20.0,156.0,14.0,0,74.91,6,0.2296
0.0,23.9,154.0,4.0,0,86.53,8,0.1868
0.0,22.0,134.0,11.0,0,104.96,8,0.2266
0.0,21.0,134.0,93.0,1,75.62,9,0.6163
0.0,21.0,187.0,8.0,0,70.65,8,0.1817
0.0,21.0,150.0,7.0,0,96.32,10,0.2061
0.0,21.0,166.0,13.0,0,78.99,8,0.199
0.0,20.0,152.0,10.0,0,89.77,4,0.2125
0.0,19.0,194.0,14.0,0,108.13,8,0.1955
0.0,21.0,149.0,4.0,0,101.93,9,0.1939
0.0,21.0,160.0,0.0,0,88.5,4,0.2274
0.0,21.0,190.0,4.0,0,83.85,7,0.198
0.0,22.0,188.0,6.0,0,91.3,5,0.2165
0.0,18.0,144.0,4.0,0,85.89,9,0.1955
0.0,14.0,185.0,4.0,0,102.35,11,0.2333
0.0,17.0,162.0,7.0,0,92.4,5,0.1864
0.0,16.0,164.0,8.0,0,66.88,7,0.1877
0.0,17.0,141.0,5.0,0,69.33,7,0.2305
0.0,19.0,137.0,7.0,0,101.87,7,0.1911
0.0,17.0,180.0,3.0,0,107.24,7,0.232
0.0,16.0,165.0,8.0,0,103.58,8,0.2178
0.0,16.0,161.0,14.0,0,77.44,9,0.1969
0.0,16.0,180.0,3.0,0,79.22,8,0.1637
0.0,15.0,183.0,14.0,0,66.48,8,0.1996
0.0,20.1,142.0,0.0,0,72.11,8,0.202
0.0,16.0,172.0,5.0,0,103.83,11,0.2233
0.0,17.0,141.0,5.0,0,105.13,7,0.2318
0.0,16.0,182.0,11.0,0,77.87,7,0.1863
0.0,16.0,175.0,11.0,0,66.67,11,0.216
0.0,17.0,195.0,3.0,0,61.96,8,0.2153
0.02,18.0,137.0,6.0,0,93.02,7,0.2215
0.0,20.5,136.0,14.0,0,85.2,7,0.21
0.0,18.0,151.0,10.0,0,96.38,8,0.1612
0.0,18.8,149.0,4.0,0,81.22,6,0.1969
0.0,14.0,148.0,1.0,0,67.75,7,0.1769
0.0,16.0,192.0,12.0,0,83.1,5,0.1959
0.0,16.0,148.0,1.0,0,87.99,8,0.2196
0.0,15.0,150.0,7.0,0,67.22,7,0.2061
0.0,13.0,182.0,11.0,0,64.64,9,0.223
0.0,13.0,162.0,7.0,0,70.68,10,0.2068
0.0,12.0,183.0,14.0,0,78.56,5,0.174
0.0,14.0,136.0,14.0,0,99.35,8,0.1496
0.0,13.0,164.0,8.0,0,73.27,9,0.203
0.0,13.0,134.0,11.0,0,85.6,11,0.1957
0.0,12.0,136.0,14.0,0,74.29,5,0.1805
0.0,13.0,192.0,12.0,0,63.55,7,0.166
0.0,12.0,141.0,5.0,0,92.3,12,0.1853
0.0,13.0,167.0,11.0,0,67.73,7,0.1961
0.0,13.0,159.0,13.0,0,87.14,11,0.2133
0.0,14.0,155.0,1.0,0,67.23,9,0.2038
0.0,11.0,191.0,1.0,0,107.03,10,0.2322
0.0,14.0,133.0,7.0,0,80.49,8,0.1793
0.0,14.0,176.0,3.0,0,73.61,6,0.2176
0.0,14.0,196.0,3.0,0,93.22,8,0.2009
0.0,12.0,169.0,13.0,0,102.99,9,0.2139
0.0,12.0,194.0,14.0,0,63.66,7,0.1913
0.0,12.0,135.0,7.0,0,76.94,5,0.2214
0.0,12.5,160.0,0.0,0,75.23,6,0.2059
0.0,14.0,149.0,4.0,0,69.05,9,0.1864
0.0,12.0,180.0,3.0,0,91.52,4,0.1998
0.0,14.7,197.0,14.0,0,83.78,4,0.1952
0.0,9.0,149.0,4.0,0,107.06,9,0.2098
0.0,11.0,175.0,11.0,0,64.48,7,0.1764
0.0,11.0,145.0,7.0,0,88.38,9,0.1994
0.0,11.0,169.0,13.0,0,81.78,10,0.2079
0.0,10.0,163.0,6.0,0,109.59,4,0.2007
0.0,9.0,196.0,3.0,0,74.95,8,0.2269
0.0,10.0,172.0,5.0,0,64.82,5,0.2155
0.0,10.0,155.0,1.0,0,108.34,7,0.1999
0.0,10.0,140.0,9.0,0,72.42,5,0.2043
0.0,9.0,142.0,0.0,0,94.77,7,0.2059
0.0,9.0,147.0,0.0,0,62.36,7,0.2081
0.0,7.0,149.0,4.0,0,102.86,10,0.1635
0.0,10.0,188.0,6.0,0,95.64,12,0.194
0.0,10.0,169.0,13.0,0,108.75,7,0.1703
0.0,9.0,167.0,11.0,0,72.92,6,0.2256
0.0,9.0,140.0,9.0,0,107.66,9,0.1988
0.0,12.0,189.0,5.0,0,84.89,10,0.1961
0.0,10.0,180.0,3.0,0,64.51,5,0.2179
0.0,11.0,136.0,14.0,0,70.76,6,0.2084
0.0,11.0,179.0,14.0,0,65.49,12,0.1774
0.0,14.0,168.0,5.0,0,62.9,10,0.1986
0.0,11.0,137.0,7.0,0,108.66,8,0.1933
0.0,13.0,162.0,7.0,0,73.84,8,0.1651
0.0,11.0,164.0,8.0,0,96.37,8,0.1862
0.49,14.0,143.0,12.0,0,61.57,5,0.1963
0.0,14.0,194.0,14.0,0,62.01,10,0.1977
0.0,11.0,188.0,6.0,0,76.83,7,0.1704
0.0,16.0,176.0,3.0,0,87.09,7,0.223
0.0,16.0,163.0,6.0,0,89.43,6,0.198
0.0,13.0,159.0,13.0,0,78.14,9,0.2008
0.0,13.0,175.0,11.0,0,108.57,6,0.208
0.0,12.0,168.0,5.0,0,109.61,7,0.1842
0.0,13.0,136.0,14.0,0,67.16,7,0.2091
0.0,13.0,166.0,13.0,0,106.48,8,0.1927
0.0,14.0,185.0,4.0,0,65.13,8,0.1821
0.0,15.0,162.0,7.0,0,89.58,11,0.2115
0.0,15.0,135.0,7.0,0,97.52,8,0.2298
0.0,16.9,184.0,5.0,0,68.67,8,0.2145
0.0,15.0,145.0,7.0,0,92.53,12,0.2185
0.0,15.0,149.0,4.0,0,72.63,6,0.1896
0.0,16.0,143.0,13.0,0,66.99,7,0.168
0.0,16.0,154.0,4.0,0,86.46,9,0.2298
0.0,19.0,182.0,11.0,0,108.17,9,0.2411
0.0,20.0,166.0,13.0,0,66.2,11,0.2309
0.0,20.0,146.0,13.0,0,72.41,7,0.1933
0.0,19.0,190.0,4.0,0,68.49,10,0.1769
0.0,18.0,190.0,4.0,0,69.85,9,0.1787
0.0,17.0,189.0,5.0,0,96.0,7,0.1663
0.0,17.0,148.0,1.0,0,103.2,9,0.1979
0.0,17.0,162.0,7.0,0,78.25,12,0.2321
0.0,18.0,197.0,14.0,0,97.75,6,0.1972
0.0,17.0,183.0,14.0,0,81.77,10,0.206
0.0,18.0,134.0,11.0,0,99.6,9,0.2275
0.0,19.0,136.0,14.0,0,97.72,7,0.1919
0.0,23.0,163.0,6.0,0,78.34,8,0.2407
0.0,19.0,192.0,12.0,0,97.61,11,0.2398
0.04,18.0,168.0,5.0,0,71.67,8,0.1974
0.0,17.0,165.0,8.0,0,92.0,6,0.1884
0.0,17.0,139.0,6.0,0,64.75,9,0.2139
0.0,18.0,175.0,11.0,0,102.63,6,0.193
0.0,20.0,186.0,0.0,0,108.68,6,0.1769
0.0,20.0,157.0,0.0,0,68.06,7,0.2256
0.0,19.0,183.0,14.0,0,64.36,8,0.2243
0.0,21.0,196.0,3.0,0,85.48,8,0.2031
0.0,23.0,145.0,7.0,0,65.15,8,0.1747
0.0,23.0,167.0,11.0,0,98.01,12,0.1754
0.0,21.0,151.0,10.0,0,65.72,6,0.2021
0.0,23.0,184.0,5.0,0,71.83,5,0.19
0.0,21.0,170.0,11.0,0,98.31,9,0.1932
0.0,22.0,174.0,5.0,0,84.81,4,0.2204
0.0,21.0,185.0,4.0,0,61.15,10,0.2147
0.0,23.0,158.0,6.0,0,72.93,7,0.2276
0.0,25.0,192.0,12.0,0,83.67,8,0.1802
0.0,25.0,167.0,11.0,0,107.92,7,0.1931
0.0,23.0,142.0,0.0,0,84.39,7,0.2152
0.0,26.0,178.0,8.0,0,71.56,7,0.209
0.0,27.0,184.0,5.0,0,76.62,5,0.2306
0.0,24.0,153.0,10.0,0,109.02,9,0.2084
0.0,26.0,189.0,5.0,0,95.45,8,0.237
0.0,29.0,192.0,12.0,0,81.69,7,0.2108
0.0,29.0,150.0,7.0,0,105.57,9,0.2212
0.0,30.0,197.0,14.0,0,104.57,7,0.1935
0.0,28.0,141.0,5.0,0,82.43,7,0.2003
0.0,30.0,145.0,7.0,0,61.3,6,0.2182
0.0,29.0,144.0,4.0,0,97.19,7,0.2323
0.0,26.0,191.0,1.0,0,91.78,8,0.2146
0.0,27.0,175.0,11.0,0,89.33,11,0.1983
0.0,29.0,142.0,0.0,0,83.12,9,0.2275
0.0,31.0,161.0,14.0,0,106.6,11,0.1562
0.0,29.0,173.0,12.0,0,86.49,9,0.1716
0.0,39.4,138.0,9.0,0,67.48,5,0.2136
0.0,33.0,98.0,5.0,0,90.42,7,0.1003
0.0,32.0,95.0,6.0,0,74.87,6,0.1121
0.0,26.6,85.0,10.0,0,95.17,8,0.1013
0.0,27.1,101.0,4.0,0,102.29,8,0.2114
0.0,27.4,82.0,10.0,0,63.64,9,0.0837
0.0,26.0,101.0,4.0,0,87.67,8,0.2114
0.0,26.0,91.0,11.0,0,71.6,10,0.1199
0.0,24.8,90.0,9.0,0,77.92,7,0.1244
0.6,25.4,74.0,11.0,0,67.61,5,0.1403
0.3,25.7,98.0,10.0,0,66.34,10,0.1049
0.1,26.6,83.0,14.0,0,104.74,6,0.1055
0.0,26.4,74.0,2.0,0,69.8,10,0.0695
0.0,25.6,68.0,7.0,0,70.74,6,0.0894
0.1,25.2,87.0,2.0,0,106.69,6,0.0961
0.0,27.0,86.0,14.0,0,96.39,4,0.121
0.0,26.0,92.0,6.0,0,109.91,6,0.0878
0.0,29.0,98.0,5.0,0,66.17,11,0.1159
0.0,25.4,71.0,14.0,0,100.35,9,0.1
0.1,25.9,93.0,8.0,0,108.48,8,0.0965
0.0,26.7,74.0,2.0,0,83.32,7,0.105
0.0,27.4,97.0,2.0,0,100.85,4,0.0922
1.39,25.4,96.0,10.0,0,78.78,9,0.0914
0.52,26.4,86.0,9.0,0,93.58,6,0.0659
0.59,26.9,92.0,10.0,0,99.74,7,0.095
2.04,24.6,79.0,2.0,0,63.39,5,0.0904
0.0,25.8,84.0,9.0,0,102.3,8,0.0897
0.3,25.9,96.0,4.0,0,76.75,7,0.1083
0.0,25.9,84.0,9.0,0,61.12,8,0.1132
0.0,25.3,80.0,13.0,0,101.48,7,0.1046
0.0,24.7,85.0,10.0,0,74.75,7,0.1199
0.0,26.1,96.0,12.0,0,88.87,6,0.1115
2.03,24.9,79.0,93.0,1,71.69,8,0.4941
0.0,25.7,74.0,2.0,0,60.2,8,0.0907
0.0,25.6,92.0,6.0,0,62.32,9,0.1063
0.0,25.4,96.0,12.0,0,74.58,9,0.1115
0.0,25.6,71.0,14.0,0,96.08,7,0.128
0.0,24.7,76.0,8.0,0,64.83,7,0.1238
0.0,24.4,73.0,12.0,0,101.14,6,0.0892
0.0,23.2,80.0,13.0,0,71.67,10,0.098
0.0,23.4,83.0,11.0,0,90.87,7,0.1134
0.0,23.3,93.0,14.0,0,109.09,8,0.1214
0.0,23.8,90.0,9.0,0,62.39,8,0.1188
0.0,25.0,89.0,12.0,0,104.67,7,0.0987
0.21,24.8,80.0,4.0,0,90.25,6,0.0749
0.0,24.1,97.0,2.0,0,77.76,8,0.08
0.0,23.8,84.0,9.0,0,65.33,8,0.1055
0.0,23.5,101.0,4.0,0,67.52,7,0.2068
0.0,23.5,90.0,9.0,0,91.44,6,0.078
0.0,24.3,72.0,14.0,0,99.3,9,0.1009
0.0,23.4,91.0,11.0,0,86.0,9,0.1126
0.0,23.4,79.0,1.0,0,91.95,11,0.077
0.02,23.2,91.0,14.0,0,94.65,6,0.1221
0.0,23.2,70.0,9.0,0,99.36,7,0.0924
0.0,23.2,74.0,2.0,0,66.02,7,0.1252
0.0,22.7,97.0,2.0,0,60.94,9,0.0893
0.0,21.0,76.0,8.0,0,84.25,8,0.0795
0.0,22.9,96.0,12.0,0,109.8,5,0.0908
0.0,20.4,77.0,0.0,0,64.45,9,0.0981
0.0,21.1,90.0,9.0,0,109.52,6,0.0922
0.0,21.5,92.0,6.0,0,77.42,7,0.0957
0.01,23.0,85.0,14.0,0,95.68,10,0.1067
0.0,23.6,78.0,10.0,0,109.23,6,0.0966
0.01,24.0,75.0,8.0,0,61.94,11,0.0987
0.0,22.5,69.0,0.0,0,81.64,8,0.0658
0.0,23.6,78.0,10.0,0,75.96,5,0.1078
0.0,23.5,90.0,9.0,0,70.97,8,0.0982
0.0,24.0,100.0,11.0,0,62.55,9,0.1322
0.0,23.8,98.0,5.0,0,84.74,9,0.0812
0.0,23.4,94.0,0.0,0,96.65,6,0.0638
0.0,23.6,95.0,6.0,0,68.56,9,0.1124
0.0,23.5,91.0,11.0,0,65.55,9,0.1069
0.39,23.5,77.0,3.0,0,80.52,5,0.0798
0.0,22.8,99.0,14.0,0,91.41,10,0.0694
0.0,21.5,91.0,11.0,0,98.24,6,0.1307
0.0,22.8,87.0,9.0,0,80.15,8,0.1283
0.0,22.4,72.0,14.0,0,104.29,9,0.0503
0.0,22.1,83.0,11.0,0,83.79,8,0.0908
0.0,22.8,84.0,9.0,0,83.92,10,0.1333
0.0,22.6,97.0,2.0,0,73.44,5,0.0905
0.0,22.6,87.0,9.0,0,90.96,7,0.0902
0.0,23.4,81.0,0.0,0,82.97,8,0.0943
0.09,23.4,101.0,8.0,0,91.91,8,0.1776
0.0,23.8,72.0,14.0,0,69.07,9,0.0659
0.03,23.3,82.0,10.0,0,70.79,8,0.1211
0.0,22.3,69.0,0.0,0,107.22,6,0.0631
0.0,22.3,93.0,14.0,0,69.53,7,0.1049
0.0,22.0,99.0,14.0,0,98.02,8,0.1177
0.0,22.0,78.0,10.0,0,103.95,6,0.071
0.0,21.7,97.0,2.0,0,68.8,5,0.0815
0.0,22.5,78.0,10.0,0,79.28,7,0.1243
0.0,21.4,99.0,14.0,0,103.61,8,0.1107
0.0,21.3,94.0,0.0,0,78.71,8,0.0877
0.21,23.4,95.0,3.0,0,101.54,11,0.124
0.66,23.5,69.0,7.0,0,68.2,9,0.1241
0.26,22.9,101.0,7.0,0,73.15,4,0.2054
0.02,21.4,93.0,6.0,0,100.97,4,0.082
0.0,22.8,78.0,10.0,0,61.32,8,0.0917
0.0,22.7,96.0,12.0,0,74.12,4,0.1057
0.0,21.6,78.0,10.0,0,84.91,6,0.0962
0.0,20.9,98.0,5.0,0,68.87,7,0.1188
0.0,20.4,72.0,14.0,0,94.2,4,0.0694
0.0,22.0,92.0,6.0,0,64.75,8,0.0701
0.0,20.0,86.0,14.0,0,80.08,9,0.1036
0.0,19.8,71.0,14.0,0,85.59,7,0.0902
0.0,20.6,76.0,8.0,0,105.68,4,0.0875
0.0,21.5,68.0,7.0,0,105.11,6,0.0646
0.0,20.8,84.0,9.0,0,102.59,9,0.1004
0.0,20.7,78.0,10.0,0,82.76,5,0.0989
0.0,19.8,88.0,7.0,0,103.45,5,0.1131
0.0,19.6,78.0,10.0,0,90.09,8,0.1014
0.0,19.1,78.0,10.0,0,61.05,9,0.0973
0.0,18.7,93.0,14.0,0,99.05,5,0.1235
0.0,19.1,70.0,9.0,0,99.17,7,0.0738
0.0,19.1,99.0,14.0,0,102.13,5,0.1107
0.0,19.8,97.0,2.0,0,65.31,5,0.0666
0.0,19.8,91.0,11.0,0,109.12,10,0.0832
0.0,18.8,88.0,7.0,0,91.56,6,0.0757
0.0,20.8,98.0,5.0,0,88.31,8,0.1156
0.0,22.0,74.0,2.0,0,99.14,8,0.0987
0.0,19.4,71.0,14.0,0,64.25,4,0.0997
0.0,19.2,76.0,8.0,0,71.64,8,0.0779
0.0,21.3,95.0,6.0,0,77.48,4,0.094
0.0,18.6,69.0,0.0,0,90.67,7,0.0847
0.0,21.0,88.0,7.0,0,86.56,6,0.1077
0.0,19.0,102.0,6.0,0,107.11,7,0.1802
0.0,19.7,97.0,2.0,0,92.25,4,0.1266
0.0,21.6,86.0,14.0,0,95.01,8,0.0665
0.0,21.25,70.0,9.0,0,80.25,9,0.0839
0.0,23.0,96.0,12.0,0,86.1,10,0.1335
0.0,24.0,88.0,7.0,0,64.7,8,0.0913
0.0,23.0,72.0,14.0,0,94.21,9,0.0737
0.0,21.35,71.0,14.0,0,73.67,10,0.1044
0.0,22.0,99.0,14.0,0,63.19,10,0.0905
0.0,23.0,91.0,11.0,0,102.45,7,0.0833
0.0,19.2,96.0,12.0,0,79.11,4,0.0781
0.0,19.6,98.0,5.0,0,75.48,6,0.1554
0.0,24.0,87.0,9.0,0,78.96,6,0.095
0.0,21.9,86.0,14.0,0,75.59,5,0.0615
0.0,21.0,83.0,11.0,0,102.75,5,0.1299
0.0,24.0,79.0,1.0,0,62.61,10,0.1122
0.0,20.5,83.0,11.0,0,60.42,8,0.0847
0.0,23.0,94.0,0.0,0,104.51,6,0.0813
0.0,19.7,88.0,7.0,0,72.55,6,0.1135
0.0,19.1,98.0,5.0,0,80.43,8,0.0951
0.0,18.3,83.0,11.0,0,69.52,6,0.0615
0.0,23.0,89.0,12.0,0,90.63,11,0.1357
0.0,21.1,89.0,12.0,0,98.65,9,0.0913
0.0,25.0,88.0,7.0,0,77.28,6,0.1299
0.0,21.8,92.0,6.0,0,109.38,9,0.1256
0.0,24.0,76.0,8.0,0,106.93,9,0.08
0.0,21.8,85.0,10.0,0,68.27,5,0.1207
0.0,25.0,72.0,14.0,0,61.41,4,0.087
0.0,25.0,81.0,0.0,0,107.32,9,0.0627
0.0,25.0,85.0,10.0,0,89.36,9,0.0915
0.0,22.3,90.0,9.0,0,105.67,8,0.108
0.0,25.0,100.0,11.0,0,99.3,9,0.0907
0.0,24.0,88.0,7.0,0,78.82,9,0.0939
0.0,19.2,93.0,14.0,0,94.09,12,0.1229
0.0,19.2,85.0,10.0,0,102.2,11,0.1021
0.0,20.0,90.0,9.0,0,70.81,6,0.0831
0.0,23.0,70.0,9.0,0,89.15,11,0.114
0.0,24.0,77.0,0.0,0,103.7,7,0.104
0.0,25.0,80.0,13.0,0,88.26,7,0.0496
0.0,24.0,84.0,9.0,0,77.97,9,0.1086
0.0,24.0,70.0,9.0,0,84.77,7,0.1078
0.0,24.0,73.0,12.0,0,85.96,10,0.1004
0.0,24.0,77.0,0.0,0,99.57,5,0.1178
0.0,26.0,101.0,4.0,0,68.82,9,0.1866
0.0,25.0,79.0,1.0,0,99.06,8,0.1067
0.0,25.0,84.0,9.0,0,79.18,6,0.0687
0.0,25.0,75.0,9.0,0,65.25,7,0.1081
0.0,24.0,89.0,12.0,0,82.33,4,0.1391
0.0,25.0,78.0,10.0,0,96.99,8,0.0801
0.0,23.2,75.0,9.0,0,84.05,10,0.0848
0.0,26.0,86.0,14.0,0,105.63,9,0.0858
0.0,26.0,68.0,7.0,0,106.87,8,0.1026
0.0,26.0,68.0,7.0,0,62.83,10,0.0787
0.0,25.0,75.0,9.0,0,102.49,8,0.1084
0.0,26.0,69.0,0.0,0,83.26,5,0.1169
0.0,27.0,72.0,14.0,0,66.52,10,0.1107
0.0,26.0,80.0,13.0,0,78.64,6,0.0646
0.0,27.0,95.0,6.0,0,72.91,7,0.1199
0.0,26.0,87.0,9.0,0,75.87,6,0.1187
0.0,27.0,85.0,10.0,0,61.32,4,0.1166
0.0,24.8,78.0,10.0,0,74.4,6,0.1075
0.0,28.0,100.0,11.0,0,84.47,9,0.1044
0.0,28.0,81.0,0.0,0,72.21,7,0.1206
0.0,27.0,71.0,14.0,0,94.71,12,0.1385
0.0,27.0,89.0,12.0,0,94.98,11,0.0809
0.0,27.0,72.0,14.0,0,99.31,6,0.1216
0.0,27.0,80.0,13.0,0,100.15,11,0.0983
0.0,28.0,85.0,10.0,0,72.5,8,0.0974
0.0,28.0,98.0,5.0,0,105.41,8,0.0693
0.0,26.1,85.0,10.0,0,70.18,6,0.0943
0.0,27.0,92.0,6.0,0,91.25,9,0.0801
0.0,27.0,102.0,6.0,0,102.32,7,0.1907
0.0,27.0,72.0,14.0,0,88.29,8,0.078
0.0,28.0,77.0,0.0,0,87.56,6,0.091
0.0,28.0,81.0,0.0,0,108.15,10,0.0919
0.0,28.0,82.0,10.0,0,94.7,8,0.1019
0.0,28.0,82.0,10.0,0,93.98,8,0.0677
0.0,29.0,99.0,14.0,0,84.41,4,0.0711
0.0,29.0,92.0,6.0,0,74.57,6,0.1072
0.0,29.0,89.0,12.0,0,80.16,7,0.0841
0.0,29.0,79.0,1.0,0,82.44,8,0.1215
0.0,29.0,96.0,12.0,0,76.02,7,0.1045
0.0,29.0,100.0,11.0,0,74.67,5,0.1121
0.0,30.0,96.0,12.0,0,107.16,8,0.1282
0.0,30.0,68.0,7.0,0,79.67,7,0.0938
0.0,27.1,90.0,9.0,0,100.43,10,0.0885
0.0,31.0,131.0,6.0,0,93.01,7,0.2174
0.0,30.0,144.0,4.0,0,99.51,8,0.2102
0.0,29.0,132.0,12.0,0,107.98,5,0.1963
0.0,29.0,167.0,11.0,0,104.1,6,0.2278
0.0,30.2,172.0,5.0,0,100.64,7,0.1958
0.0,28.0,135.0,7.0,0,86.73,10,0.2007
0.0,28.0,153.0,10.0,0,81.18,8,0.2004
0.0,28.0,157.0,0.0,0,62.35,6,0.1813
0.1,29.0,152.0,7.0,0,88.46,9,0.2016
0.0,28.0,136.0,14.0,0,92.4,6,0.2279
0.0,27.0,155.0,1.0,0,108.78,9,0.2089
0.2,25.0,176.0,3.0,0,85.09,9,0.2006
0.0,24.0,133.0,7.0,0,78.88,4,0.1968
0.0,25.0,133.0,7.0,0,89.51,7,0.2066
0.0,26.0,151.0,10.0,0,108.99,5,0.215
0.0,28.0,188.0,6.0,0,94.92,6,0.2122
0.0,33.0,171.0,11.0,0,87.14,9,0.1934
0.0,30.0,171.0,11.0,0,102.1,7,0.2065
0.0,28.0,151.0,10.0,0,78.31,8,0.2096
0.0,26.0,166.0,13.0,0,79.93,6,0.1799
0.0,25.0,129.0,8.0,0,65.58,7,0.2034
0.0,28.0,169.0,13.0,0,74.0,4,0.1568
0.0,28.9,186.0,0.0,0,98.89,7,0.2097
